DBASSP3_11539	DBASSP3_11539
CAMPSQ143	DBASSP3_1637
CAMPSQ143	DRAMP03539
CAMPSQ263	CAMPSQ263
CAMPSQ263	CAMPSQ3466
CAMPSQ263	E20411|Maximin5/H4type2|Chineseredbellytoad/giantfirebelliedtoad(Bombinamaxima)
CAMPSQ263	DBASSP3_843
CAMPSQ263	DBASSP3_4158
CAMPSQ263	satpdb20882
CAMPSQ263	satpdb21730
CAMPSQ263	DRAMP01111
CAMPSQ263	AP00062
CAMPSQ263	DRAMP01115
CAMPSQ263	DBASSP3_5871
CAMPSQ263	DBASSP3_5873
CAMPSQ263	CAMPSQ1754
CAMPSQ263	E20412|Maximin7/H61|Chineseredbellytoad/giantfirebelliedtoad(Bombinamaxima),Hubeifirebellytoad(Bombinamicrodeladigitora)
CAMPSQ263	CAMPSQ258
CAMPSQ263	CAMPSQ3459
CAMPSQ263	DBASSP3_832
CAMPSQ263	DRAMP01113
CAMPSQ263	CAMPSQ259
CAMPSQ263	DBASSP3_4148
CAMPSQ263	CAMPSQ3461
CAMPSQ263	DBASSP3_834
CAMPSQ263	DBASSP3_4149
CAMPSQ263	satpdb10382
CAMPSQ263	DBASSP3_835
CAMPSQ263	DBASSP3_4151
CAMPSQ263	DBASSP3_4152
CAMPSQ263	DBASSP3_4154
CAMPSQ263	AP01731
CAMPSQ263	satpdb19510
CAMPSQ263	CAMPSQ1538
CAMPSQ263	satpdb23709
CAMPSQ263	satpdb28634
CAMPSQ263	DRAMP01108
CAMPSQ263	DRAMP01107
CAMPSQ263	AP00058
CAMPSQ263	AP00059
CAMPSQ263	satpdb23954
CAMPSQ263	AP00060
CAMPSQ263	satpdb25644
CAMPSQ263	satpdb22595
CAMPSQ263	DRAMP01109
CAMPSQ263	CAMPSQ3455
CAMPSQ263	CAMPSQ3456
CAMPSQ263	satpdb15354
CAMPSQ263	CAMPSQ256
CAMPSQ263	CAMPSQ3458
CAMPSQ263	satpdb16235
CAMPSQ263	CAMPSQ1778
CAMPSQ263	E20422|Maximin11/H111|Chineseredbellytoad/giantfirebelliedtoad(Bombinamaxima)
CAMPSQ263	DRAMP01117
CAMPSQ263	CAMPSQ1781
CAMPSQ263	DRAMP01114
CAMPSQ263	E20413|Maximin8/H71|Chineseredbellytoad/giantfirebelliedtoad(Bombinamaxima)
CAMPSQ735	CAMPSQ735
CAMPSQ735	DBASSP3_2967
CAMPSQ735	DRAMP03464
CAMPSQ735	satpdb13660
CAMPSQ735	AP00722
CAMPSQ925	CAMPSQ925
CAMPSQ925	satpdb22771
CAMPSQ925	DRAMP00342
CAMPSQ925	PPepDB_648
CAMPSQ3088	CAMPSQ3088
CAMPSQ3088	DRAMP00235
CAMPSQ3088	AP01165
CAMPSQ3088	CAMPSQ1690
CAMPSQ3665	CAMPSQ3665
CAMPSQ3665	satpdb21494
CAMPSQ3665	satpdb24570
CAMPSQ3665	CAMPSQ3666
CAMPSQ3665	satpdb25364
CAMPSQ3665	CAMPSQ3667
CAMPSQ3665	AP01965
CAMPSQ3665	AP01966
CAMPSQ3665	AP01967
CAMPSQ3665	DBASSP3_3786
CAMPSQ3665	E12001|Hymenochirin2B|dwarfclawedfrog(Hymenochirusboettgeri)
CAMPSQ3665	DBASSP3_3787
CAMPSQ3665	E12002|Hymenochirin3B|dwarfclawedfrog(Hymenochirusboettgeri)
CAMPSQ3665	DBASSP3_3788
CAMPSQ3665	E12003|Hymenochirin4B|dwarfclawedfrog(Hymenochirusboettgeri)
CAMPSQ3665	DBASSP3_3789
CAMPSQ3665	E12004|Hymenochirin5B|dwarfclawedfrog(Hymenochirusboettgeri)
CAMPSQ3665	AP02318
CAMPSQ3665	satpdb24710
CAMPSQ3665	DBASSP3_4405
CAMPSQ4022	CAMPSQ4022
CAMPSQ4022	satpdb23339
CAMPSQ4022	DRAMP00268
CAMPSQ4022	PPepDB_1462
CAMPSQ4603	CAMPSQ4603
CAMPSQ4603	CAMPSQ4604
DBASSP3_563	DBASSP3_563
DBASSP3_563	satpdb21492
DBASSP3_563	DBASSP3_6113
DBASSP3_563	DBASSP3_7023
DBASSP3_913	DBASSP3_913
DBASSP3_913	DBASSP3_912
DBASSP3_1125	DBASSP3_1125
DBASSP3_1577	DBASSP3_1577
DBASSP3_1651	DBASSP3_1651
DBASSP3_1651	CAMPSQ8253
DBASSP3_1651	DBASSP3_5087
DBASSP3_1651	DBASSP3_1263
DBASSP3_2283	DBASSP3_2283
DBASSP3_2590	DBASSP3_2590
DBASSP3_2676	DBASSP3_2676
DBASSP3_2854	DBASSP3_2854
DBASSP3_3257	DBASSP3_3257
AP02699	AP02699
AP02699	DBASSP3_9126
AP02699	E19509|AntimicrobialpeptideISGCock_Contig16_2060|Americancockroach(Periplanetaamericana)
AP02898	AP02898
AP02898	DBASSP3_10590
AP02898	E19804|CathelicidinAsCATH4|Chinesealligator(Alligatorsinensis)
AP03003	AP03003
AP03003	DBASSP3_11558
AP03110	AP03110
AP03206	AP03206
AP03206	AP03209
AP03206	AP03210
CAMPSQ586	CAMPSQ586
CAMPSQ586	DRAMP01005
CAMPSQ586	PPepDB_1519
CAMPSQ586	satpdb24950
CAMPSQ3293	CAMPSQ3293
CAMPSQ3293	DRAMP01479
CAMPSQ3293	DBASSP3_2177
CAMPSQ3293	DBASSP3_5282
CAMPSQ3293	DBASSP3_5283
CAMPSQ3293	DBASSP3_17390
CAMPSQ3293	CAMPSQ3566
CAMPSQ3293	DBASSP3_1357
CAMPSQ3293	DBASSP3_1873
CAMPSQ3293	CAMPSQ459
CAMPSQ3293	DBASSP3_2193
CAMPSQ3293	CAMPSQ3568
CAMPSQ3293	DBASSP3_8430
CAMPSQ3293	CAMPSQ3570
CAMPSQ3293	CAMPSQ3571
CAMPSQ3293	DRAMP01483
CAMPSQ3293	AP01855
CAMPSQ3293	CAMPSQ3572
CAMPSQ3293	DRAMP01500
CAMPSQ3293	AP01856
CAMPSQ3293	DBASSP3_8435
CAMPSQ3293	DRAMP01486
CAMPSQ3293	satpdb17753
CAMPSQ3293	AP01857
CAMPSQ3293	DBASSP3_3692
CAMPSQ3293	DRAMP01493
CAMPSQ3293	satpdb29131
CAMPSQ3293	AP01858
CAMPSQ3293	DBASSP3_3693
CAMPSQ3293	DRAMP01494
CAMPSQ3293	AP01859
CAMPSQ3293	DBASSP3_3694
CAMPSQ3293	DRAMP01495
CAMPSQ3293	DBASSP3_3695
CAMPSQ3293	DRAMP01496
CAMPSQ3293	AP01861
CAMPSQ3293	DBASSP3_3696
CAMPSQ3293	DRAMP01497
CAMPSQ3293	satpdb13676
CAMPSQ3293	satpdb24236
CAMPSQ3293	DRAMP01499
CAMPSQ3293	AP01863
CAMPSQ3293	DBASSP3_1467
CAMPSQ3293	DBASSP3_3698
CAMPSQ3293	DRAMP01501
CAMPSQ3293	AP01864
CAMPSQ3293	DBASSP3_3699
CAMPSQ3293	DBASSP3_4205
CAMPSQ3293	DRAMP01502
CAMPSQ3293	AP01865
CAMPSQ3293	DBASSP3_3700
CAMPSQ3293	DRAMP01503
CAMPSQ3293	satpdb20085
CAMPSQ3293	DBASSP3_3701
CAMPSQ3293	satpdb15173
CAMPSQ3293	DBASSP3_2178
CAMPSQ3293	DBASSP3_3702
CAMPSQ3293	AP02615
CAMPSQ3293	AP02616
CAMPSQ3293	CAMPSQ3431
CAMPSQ3293	satpdb20140
CAMPSQ3293	AP02617
CAMPSQ3293	satpdb17478
CAMPSQ3293	satpdb22940
CAMPSQ3293	DRAMP01513
CAMPSQ3293	E10930|Esculentin1ISb|Ishikawa'sfrog(Odorranaishikawae)
CAMPSQ3293	satpdb10682
CAMPSQ3293	satpdb28944
CAMPSQ3293	CAMPSQ991
CAMPSQ3293	DBASSP3_1078
CAMPSQ3293	CAMPSQ3562
CAMPSQ3293	CAMPSQ3563
CAMPSQ3293	AP00080
CAMPSQ3293	AP01704
CAMPSQ3293	CAMPSQ3564
CAMPSQ3293	DBASSP3_8426
CAMPSQ3293	CAMPSQ3565
CAMPSQ3293	DBASSP3_1872
CAMPSQ3293	satpdb28461
CAMPSQ3293	DRAMP01452
CAMPSQ3293	AP02301
CAMPSQ3293	E20983|Esculentin1LTa|broadfoldedfrog(Hylaranalatouchii/Sylviranalatouchii)
CAMPSQ3293	DBASSP3_1975
CAMPSQ3293	DBASSP3_12416
CAMPSQ3293	AP03031
CAMPSQ3965	CAMPSQ3965
CAMPSQ3965	DRAMP02436
CAMPSQ3965	satpdb23414
CAMPSQ5740	CAMPSQ5740
CAMPSQ5740	PPepDB_622
CAMPSQ5740	PPepDB_986
CAMPSQ5740	CAMPSQ6812
CAMPSQ5740	PPepDB_1295
CAMPSQ5740	CAMPSQ5856
CAMPSQ5740	CAMPSQ1973
CAMPSQ5740	PPepDB_634
CAMPSQ5740	PPepDB_1228
CAMPSQ5740	CAMPSQ1113
CAMPSQ5740	PPepDB_632
CAMPSQ5740	PPepDB_1485
CAMPSQ5740	PPepDB_1486
CAMPSQ5740	CAMPSQ1545
CAMPSQ5740	PPepDB_644
CAMPSQ5740	CAMPSQ1589
CAMPSQ5740	CAMPSQ6813
CAMPSQ5740	CAMPSQ1689
CAMPSQ5740	CAMPSQ1546
CAMPSQ5740	CAMPSQ1535
CAMPSQ5740	PPepDB_650
CAMPSQ5740	PPepDB_600
CAMPSQ5740	PPepDB_606
CAMPSQ5740	CAMPSQ2028
DBASSP3_340	DBASSP3_340
DBASSP3_528	DBASSP3_528
DBASSP3_746	DBASSP3_746
DBASSP3_746	DBASSP3_742
DBASSP3_1220	DBASSP3_1220
DBASSP3_1547	DBASSP3_1547
DBASSP3_1665	DBASSP3_1665
DBASSP3_1665	CAMPSQ652
DBASSP3_1665	DRAMP01067
DBASSP3_1665	satpdb22618
DBASSP3_1665	PPepDB_2104
DBASSP3_1988	DBASSP3_1988
DBASSP3_2457	DBASSP3_2457
DBASSP3_2457	DBASSP3_2486
DBASSP3_2457	DRAMP00995
DBASSP3_2457	satpdb12802
DBASSP3_2457	AP00914
DBASSP3_2457	PPepDB_3977
DBASSP3_2457	E02314|AntimicrobialpeptideIbAMP2|gardenbalsam(Impatiensbalsamina)
DBASSP3_2457	DBASSP3_1380
DBASSP3_2457	satpdb15211
DBASSP3_2457	PPepDB_2059
DBASSP3_2457	CAMPSQ668
DBASSP3_2457	satpdb28054
DBASSP3_2457	DRAMP00997
DBASSP3_2457	AP00913
DBASSP3_2457	satpdb12499
DBASSP3_2457	PPepDB_3976
DBASSP3_2457	satpdb20865
DBASSP3_2457	satpdb11415
DBASSP3_2457	E02313|AntimicrobialpeptideIbAMP1|gardenbalsam(Impatiensbalsamina)
DBASSP3_2457	E02316|AntimicrobialpeptideIbAMP4|gardenbalsam(Impatiensbalsamina)
DBASSP3_2457	PPepDB_2205
DBASSP3_2457	AP00519
DBASSP3_2457	CAMPSQ667
DBASSP3_2457	CAMPSQ670
DBASSP3_2457	DRAMP00994
DBASSP3_2457	DRAMP00996
DBASSP3_2457	PPepDB_3978
DBASSP3_2457	satpdb27769
DBASSP3_2457	E02315|AntimicrobialpeptideIbAMP3|gardenbalsam(Impatiensbalsamina)
DBASSP3_2457	DBASSP3_1384
DBASSP3_2457	PPepDB_2060
DBASSP3_2457	AP00518
DBASSP3_2457	satpdb11978
DBASSP3_2457	CAMPSQ669
DBASSP3_2457	DBASSP3_2455
DBASSP3_2457	DBASSP3_2456
DBASSP3_2457	DBASSP3_2459
DBASSP3_2457	DBASSP3_2461
DBASSP3_2457	DBASSP3_2462
DBASSP3_2457	DBASSP3_2464
DBASSP3_2457	DBASSP3_2466
DBASSP3_2457	DBASSP3_2467
DBASSP3_2457	DBASSP3_2468
DBASSP3_2457	DBASSP3_2469
DBASSP3_2457	DBASSP3_2470
DBASSP3_2457	DBASSP3_2471
DBASSP3_2457	DBASSP3_2472
DBASSP3_2457	DBASSP3_2473
DBASSP3_2457	PPepDB_2058
DBASSP3_2457	DBASSP3_1376
DBASSP3_2457	DBASSP3_2474
DBASSP3_2457	DBASSP3_2477
DBASSP3_2457	DBASSP3_2478
DBASSP3_2457	DBASSP3_2479
DBASSP3_2457	DBASSP3_1388
DBASSP3_2457	PPepDB_2057
DBASSP3_2457	DBASSP3_2480
DBASSP3_2457	DBASSP3_2482
DBASSP3_2457	DBASSP3_2483
DBASSP3_2457	DBASSP3_2436
DBASSP3_2457	DBASSP3_2438
DBASSP3_2457	DBASSP3_2484
DBASSP3_2457	DBASSP3_2437
DBASSP3_2457	DBASSP3_2435
DBASSP3_2457	DBASSP3_2485
DBASSP3_2629	DBASSP3_2629
DBASSP3_2629	DBASSP3_8085
DBASSP3_2629	DBASSP3_1099
DBASSP3_2629	DBASSP3_2630
DBASSP3_2629	DBASSP3_15625
DBASSP3_2629	satpdb21027
DBASSP3_2629	AP01361
DBASSP3_2629	DBASSP3_8104
DBASSP3_2629	AP01363
DBASSP3_2629	DBASSP3_8170
DBASSP3_2629	DRAMP03162
DBASSP3_2629	DBASSP3_18630
DBASSP3_2629	DBASSP3_1799
DBASSP3_2629	satpdb17531
DBASSP3_2629	AP01364
DBASSP3_2629	CAMPSQ848
DBASSP3_2629	DBASSP3_9797
DBASSP3_2629	DBASSP3_9796
DBASSP3_2629	DBASSP3_719
DBASSP3_2629	DBASSP3_2632
DBASSP3_2629	DBASSP3_57
DBASSP3_2629	DBASSP3_14275
DBASSP3_2629	DBASSP3_10672
DBASSP3_2629	DBASSP3_10671
DBASSP3_2629	DBASSP3_10673
DBASSP3_2629	AP01976
DBASSP3_2629	satpdb18202
DBASSP3_2629	DBASSP3_5188
DBASSP3_2629	DBASSP3_5241
DBASSP3_2629	E20597|AntimicrobialpeptideCoprisin|dungbeetle(Copristripartitus)
DBASSP3_2629	DRAMP20881
DBASSP3_2629	E21295|Cecropin|redflourbeetle(Triboliumcastaneum)
DBASSP3_2629	DBASSP3_18592
DBASSP3_2629	DBASSP3_18593
DBASSP3_2629	DRAMP20882
DBASSP3_2629	DBASSP3_8150
DBASSP3_2629	E21296|Defensin|humanbodylouse(Pediculushumanus)
DBASSP3_2629	E07802|Anisin2|fungus(Aspergillusnidulans)
DBASSP3_2629	E07800|Atesin3|fungus(Aspergillusterreus)
DBASSP3_2629	E07801|Anisin1|fungus(Aspergillusnidulans)
DBASSP3_3094	DBASSP3_3094
DBASSP3_3094	DBASSP3_3095
DBASSP3_3094	DBASSP3_14954
DBASSP3_3094	DBASSP3_14956
DBASSP3_3165	DBASSP3_3165
DBASSP3_3165	satpdb25078
DBASSP3_3165	CAMPSQ1147
DBASSP3_3165	DRAMP02841
DBASSP3_3165	DRAMP02816
DBASSP3_3763	DBASSP3_3763
DBASSP3_4324	DBASSP3_4324
DBASSP3_4324	satpdb19367
DBASSP3_4324	satpdb22038
DBASSP3_4324	DBASSP3_569
DBASSP3_4324	DBASSP3_5883
DBASSP3_4324	satpdb25497
DBASSP3_4324	DBASSP3_5884
DBASSP3_4324	satpdb18598
DBASSP3_4324	DRAMP03176
DBASSP3_4324	AP01525
DBASSP3_4324	AP01526
DBASSP3_4324	CAMPSQ3309
DBASSP3_4324	AP01527
DBASSP3_4324	CAMPSQ2592
DBASSP3_4324	CAMPSQ3310
DBASSP3_4324	satpdb28221
DBASSP3_4324	CAMPSQ2593
DBASSP3_4324	CAMPSQ3311
DBASSP3_4324	CAMPSQ2594
DBASSP3_4324	satpdb28288
DBASSP3_4324	DRAMP03177
DBASSP3_4324	DRAMP03178
DBASSP3_4324	satpdb17869
DBASSP3_4324	DRAMP03179
DBASSP3_4547	DBASSP3_4547
DBASSP3_5820	DBASSP3_5820
DBASSP3_5820	DBASSP3_5819
DBASSP3_6279	DBASSP3_6279
DBASSP3_6542	DBASSP3_6542
DBASSP3_6781	DBASSP3_6781
DBASSP3_6904	DBASSP3_6904
DBASSP3_7057	DBASSP3_7057
DBASSP3_7092	DBASSP3_7092
DBASSP3_7228	DBASSP3_7228
DBASSP3_7461	DBASSP3_7461
DBASSP3_7579	DBASSP3_7579
DBASSP3_7854	DBASSP3_7854
DBASSP3_8171	DBASSP3_8171
DBASSP3_8766	DBASSP3_8766
DBASSP3_9220	DBASSP3_9220
DBASSP3_9347	DBASSP3_9347
DBASSP3_9502	DBASSP3_9502
DBASSP3_9587	DBASSP3_9587
DBASSP3_9787	DBASSP3_9787
DBASSP3_10082	DBASSP3_10082
DBASSP3_10365	DBASSP3_10365
DBASSP3_10365	DBASSP3_10370
DBASSP3_10365	DBASSP3_10376
DBASSP3_10365	DBASSP3_9296
DBASSP3_10365	DBASSP3_10382
DBASSP3_10674	DBASSP3_10674
DBASSP3_11035	DBASSP3_11035
DBASSP3_11204	DBASSP3_11204
DBASSP3_11261	DBASSP3_11261
DBASSP3_11340	DBASSP3_11340
DBASSP3_11565	DBASSP3_11565
DBASSP3_11603	DBASSP3_11603
DBASSP3_11603	DBASSP3_11576
DBASSP3_11603	DBASSP3_11591
DBASSP3_12214	DBASSP3_12214
DBASSP3_12453	DBASSP3_12453
DBASSP3_12453	DBASSP3_13042
DBASSP3_12453	DRAMP20969
DBASSP3_12553	DBASSP3_12553
DBASSP3_12553	DBASSP3_12547
DBASSP3_13329	DBASSP3_13329
DBASSP3_13329	DBASSP3_1025
DBASSP3_13329	CAMPSQ448
DBASSP3_14680	DBASSP3_14680
DBASSP3_14735	DBASSP3_14735
DBASSP3_14735	DBASSP3_14725
DBASSP3_14735	DBASSP3_14728
DBASSP3_14735	DBASSP3_14729
DBASSP3_14735	DBASSP3_14730
DBASSP3_14735	DBASSP3_14723
DBASSP3_14735	DBASSP3_14731
DBASSP3_14735	DBASSP3_14732
DBASSP3_14735	DBASSP3_14733
DBASSP3_14735	DBASSP3_14734
DBASSP3_15676	DBASSP3_15676
DBASSP3_15676	DBASSP3_15674
DBASSP3_15964	DBASSP3_15964
DBASSP3_15964	DBASSP3_15957
DBASSP3_16018	DBASSP3_16018
DBASSP3_16138	DBASSP3_16138
DBASSP3_16466	DBASSP3_16466
DBASSP3_16855	DBASSP3_16855
DBASSP3_17331	DBASSP3_17331
DBASSP3_17460	DBASSP3_17460
DBASSP3_17460	DBASSP3_17422
DBASSP3_17624	DBASSP3_17624
DBASSP3_17808	DBASSP3_17808
DBASSP3_17847	DBASSP3_17847
DBASSP3_18094	DBASSP3_18094
DBASSP3_18094	DBASSP3_18095
DBASSP3_18094	DBASSP3_18096
DBASSP3_18094	DBASSP3_18097
DBASSP3_18094	DBASSP3_18098
DBASSP3_18094	DBASSP3_7344
DBASSP3_18094	DBASSP3_7345
DBASSP3_18094	DBASSP3_7346
DBASSP3_18094	DBASSP3_7347
DBASSP3_18094	DBASSP3_7348
DBASSP3_18094	DBASSP3_7349
DRAMP03474	DRAMP03474
DRAMP03474	CAMPSQ6
DRAMP03474	satpdb13488
DRAMP00294	DRAMP00294
DRAMP00294	CAMPSQ3973
DRAMP00294	E07085|GlycinerichpeptideGWKisoform1|orientalpickingmelon/muskmelon(Cucumismelo)
DRAMP00294	E07086|GlycinerichpeptideGWKisoform2|orientalpickingmelon/muskmelon(Cucumismelo)
DRAMP00294	E07087|GlycinerichpeptideGWKisoform3|orientalpickingmelon/muskmelon(Cucumismelo)
DRAMP00294	E07088|GlycinerichpeptideGWKisoform4|orientalpickingmelon/muskmelon(Cucumismelo)
DRAMP00294	PPepDB_2884
DRAMP00294	PPepDB_2885
DRAMP00294	PPepDB_2886
DRAMP00294	PPepDB_1617
DRAMP00294	satpdb19351
DRAMP00517	DRAMP00517
DRAMP00517	DRAMP00550
DRAMP00549	DRAMP00549
DRAMP00613	DRAMP00613
DRAMP00742	DRAMP00742
DRAMP02889	DRAMP02889
DRAMP02889	DRAMP02883
DRAMP02889	DRAMP02885
DRAMP02889	CAMPSQ1588
DRAMP02889	DRAMP02887
DRAMP02889	DRAMP02890
DRAMP02889	DRAMP02886
DRAMP02889	DRAMP02888
DRAMP18227	DRAMP18227
DRAMP18227	DRAMP18226
DRAMP18227	satpdb13111
DRAMP18227	satpdb11533
DRAMP18227	DRAMP18228
DRAMP04006	DRAMP04006
DRAMP04584	DRAMP04584
DRAMP04584	DRAMP04582
DRAMP20873	DRAMP20873
DRAMP20873	DBASSP3_13877
E20257|AntimicrobialpeptidePNGK|solitarybee(Panurguscalcaratus)	E20257|AntimicrobialpeptidePNGK|solitarybee(Panurguscalcaratus)
E20257|AntimicrobialpeptidePNGK|solitarybee(Panurguscalcaratus)	E20258|AntimicrobialpeptidePNGR|solitarybee(Panurguscalcaratus)
E20257|AntimicrobialpeptidePNGK|solitarybee(Panurguscalcaratus)	satpdb13877
E20257|AntimicrobialpeptidePNGK|solitarybee(Panurguscalcaratus)	satpdb25997
E20257|AntimicrobialpeptidePNGK|solitarybee(Panurguscalcaratus)	DBASSP3_3383
E20257|AntimicrobialpeptidePNGK|solitarybee(Panurguscalcaratus)	DBASSP3_3384
E20257|AntimicrobialpeptidePNGK|solitarybee(Panurguscalcaratus)	DBASSP3_3385
E20257|AntimicrobialpeptidePNGK|solitarybee(Panurguscalcaratus)	DBASSP3_3386
E20257|AntimicrobialpeptidePNGK|solitarybee(Panurguscalcaratus)	AP02180
E20257|AntimicrobialpeptidePNGK|solitarybee(Panurguscalcaratus)	AP02181
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	AP00395
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	satpdb25036
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	CAMPSQ732
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	DRAMP02585
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	CAMPSQ1487
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	AP00420
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	AP00421
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	DRAMP02584
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	DRAMP02591
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	E05550|Antimicrobialpeptide,Panaeidin4c|Europeanwhiteshrimp(Penaeusvannamei)
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	E05547|Antimicrobialpeptide,Panaeidin4d|Atlanticwhiteshrimp(Litopenaeussetiferus)
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	CAMPSQ1238
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	DBASSP3_1716
E05549|Antimicrobialpeptide,Panaeidin4a|Europeanwhiteshrimp(Penaeusvannamei)	satpdb15790
E07929|Lycocitin3|wolfspider(Lycosasingoriensis/Araneasingoriensis)	E07929|Lycocitin3|wolfspider(Lycosasingoriensis/Araneasingoriensis)
E07929|Lycocitin3|wolfspider(Lycosasingoriensis/Araneasingoriensis)	DRAMP03252
E07929|Lycocitin3|wolfspider(Lycosasingoriensis/Araneasingoriensis)	CAMPSQ1323
E07929|Lycocitin3|wolfspider(Lycosasingoriensis/Araneasingoriensis)	DRAMP03279
E07929|Lycocitin3|wolfspider(Lycosasingoriensis/Araneasingoriensis)	DBASSP3_2297
E07929|Lycocitin3|wolfspider(Lycosasingoriensis/Araneasingoriensis)	CAMPSQ485
E07929|Lycocitin3|wolfspider(Lycosasingoriensis/Araneasingoriensis)	DBASSP3_4294
E07929|Lycocitin3|wolfspider(Lycosasingoriensis/Araneasingoriensis)	AP02228
E07929|Lycocitin3|wolfspider(Lycosasingoriensis/Araneasingoriensis)	satpdb22267
E07929|Lycocitin3|wolfspider(Lycosasingoriensis/Araneasingoriensis)	satpdb26060
E19828|MyticalinC8|musselspeciescomplex(Mytilusgalloprovincialis,Mytilusedulis,Mytilustrossolus,Mytiluschilensis)	E19828|MyticalinC8|musselspeciescomplex(Mytilusgalloprovincialis,Mytilusedulis,Mytilustrossolus,Mytiluschilensis)
E19828|MyticalinC8|musselspeciescomplex(Mytilusgalloprovincialis,Mytilusedulis,Mytilustrossolus,Mytiluschilensis)	E19827|MyticalinC7|Californiamussel(Mytiluscalifornianus)
E10961|TemporinSHf|Saharafrog(Pelophylaxsaharica/Ranasaharica)	E10961|TemporinSHf|Saharafrog(Pelophylaxsaharica/Ranasaharica)
LPDB_P2020001	LPDB_P2020001
LPDB_P2020033	LPDB_P2020033
PHYT00069	PHYT00069
PHYT00069	PHYT00056
PHYT00069	PHYT00057
PHYT00069	PHYT00058
PHYT00069	PHYT00059
PHYT00069	PHYT00096
PPepDB_1398	PPepDB_1398
PPepDB_1398	CAMPSQ290
PPepDB_1398	satpdb11584
PPepDB_3576	PPepDB_3576
satpdb10547	satpdb10547
satpdb10547	E06016|Vespidchemotacticpeptide5e|hornet(Vespamagnifica)
satpdb10547	DRAMP03682
satpdb10547	CAMPSQ9
satpdb10547	DBASSP3_1565
satpdb11446	satpdb11446
satpdb11446	DBASSP3_995
satpdb11446	DBASSP3_996
satpdb11446	CAMPSQ2883
satpdb11446	CAMPSQ2884
satpdb11446	satpdb16772
satpdb11446	satpdb12845
satpdb11446	satpdb29122
satpdb11446	AP00785
satpdb11446	AP00786
satpdb11446	satpdb26220
satpdb11446	DRAMP02360
satpdb11446	satpdb14753
satpdb11446	CAMPSQ353
satpdb11446	DRAMP02361
satpdb11446	CAMPSQ354
satpdb12986	satpdb12986
satpdb12986	CAMPSQ3660
satpdb12986	AP01959
satpdb12986	DRAMP01787
satpdb12986	DBASSP3_3561
satpdb12986	satpdb12672
satpdb12986	E10946|TemporinHN1|odorfrog(Odorranahainanensis)
DBASSP3_540	DBASSP3_540
DBASSP3_599	DBASSP3_599
DBASSP3_599	DBASSP3_600
DBASSP3_599	DBASSP3_601
DBASSP3_705	DBASSP3_705
DBASSP3_705	DBASSP3_703
DBASSP3_705	DBASSP3_704
DBASSP3_705	DBASSP3_14
DBASSP3_705	DBASSP3_699
DBASSP3_705	DBASSP3_700
DBASSP3_705	DBASSP3_701
DBASSP3_705	DBASSP3_702
DBASSP3_705	satpdb10030
DBASSP3_705	satpdb20117
DBASSP3_705	CAMPSQ2809
DBASSP3_705	DRAMP01873
DBASSP3_705	AP00599
DBASSP3_1024	DBASSP3_1024
DBASSP3_1143	DBASSP3_1143
DBASSP3_1556	DBASSP3_1556
DBASSP3_1556	DRAMP03862
DBASSP3_1709	DBASSP3_1709
DBASSP3_2123	DBASSP3_2123
DBASSP3_2123	DBASSP3_2122
DBASSP3_2639	DBASSP3_2639
DBASSP3_2701	DBASSP3_2701
DBASSP3_3304	DBASSP3_3304
DBASSP3_3376	DBASSP3_3376
DBASSP3_4207	DBASSP3_4207
DBASSP3_4449	DBASSP3_4449
DBASSP3_4449	DBASSP3_4448
DBASSP3_4689	DBASSP3_4689
DBASSP3_5224	DBASSP3_5224
DBASSP3_5224	DBASSP3_5212
DBASSP3_5350	DBASSP3_5350
DBASSP3_5546	DBASSP3_5546
DBASSP3_5826	DBASSP3_5826
DBASSP3_6305	DBASSP3_6305
DBASSP3_6841	DBASSP3_6841
DBASSP3_7028	DBASSP3_7028
DBASSP3_7066	DBASSP3_7066
DBASSP3_7238	DBASSP3_7238
DBASSP3_8184	DBASSP3_8184
DBASSP3_8445	DBASSP3_8445
