,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,DataBases,Code_SP,Name_SP,Organism_SP
13063,DBASSP3_8963,sp|Q6QLQ5|CTHL1_CHICK,77.8,18,4,0,1,18,123,140,0.00011,38.1,DBAASP3,Q6QLQ5,CTHL1,CHICK
13064,DBASSP3_8981,sp|Q6QLQ5|CTHL1_CHICK,84.0,25,4,0,1,25,124,148,1.65e-09,51.2,DBAASP3,Q6QLQ5,CTHL1,CHICK
13066,DBASSP3_8982,sp|Q6QLQ5|CTHL1_CHICK,87.5,24,3,0,1,24,125,148,4.38e-09,50.1,DBAASP3,Q6QLQ5,CTHL1,CHICK
13068,DBASSP3_8983,sp|Q6QLQ5|CTHL1_CHICK,87.0,23,3,0,1,23,126,148,2.28e-08,48.1,DBAASP3,Q6QLQ5,CTHL1,CHICK
13069,DBASSP3_8984,sp|Q6QLQ5|CTHL1_CHICK,90.5,21,2,0,2,22,128,148,1.18e-07,46.2,DBAASP3,Q6QLQ5,CTHL1,CHICK
13070,DBASSP3_8985,sp|Q6QLQ5|CTHL1_CHICK,90.5,21,2,0,1,21,128,148,1.13e-07,46.2,DBAASP3,Q6QLQ5,CTHL1,CHICK
13071,DBASSP3_8986,sp|Q6QLQ5|CTHL1_CHICK,90.0,20,2,0,1,20,129,148,1.66e-05,40.4,DBAASP3,Q6QLQ5,CTHL1,CHICK
13072,DBASSP3_8987,sp|Q6QLQ5|CTHL1_CHICK,94.4,18,1,0,2,19,131,148,0.000312,37.0,DBAASP3,Q6QLQ5,CTHL1,CHICK
13073,DBASSP3_8988,sp|Q6QLQ5|CTHL1_CHICK,94.4,18,1,0,1,18,131,148,5.67e-05,38.9,DBAASP3,Q6QLQ5,CTHL1,CHICK
13074,DBASSP3_8989,sp|Q6QLQ5|CTHL1_CHICK,94.1,17,1,0,1,17,132,148,0.000203,37.4,DBAASP3,Q6QLQ5,CTHL1,CHICK
13075,DBASSP3_9028,sp|E7EKD9|ODRB1_ODOHA,100.0,15,0,0,1,15,46,60,1.62e-06,41.2,DBAASP3,E7EKD9,ODRB1,ODOHA
13080,DBASSP3_9035,sp|E7EKD9|ODRB1_ODOHA,100.0,12,0,0,1,12,49,60,0.000741,34.3,DBAASP3,E7EKD9,ODRB1,ODOHA
13081,DBASSP3_9038,sp|E7EKD9|ODRB1_ODOHA,100.0,18,0,0,1,18,44,61,1.04e-08,47.0,DBAASP3,E7EKD9,ODRB1,ODOHA
13086,DBASSP3_9039,sp|E7EKD9|ODRB1_ODOHA,100.0,13,0,0,1,13,48,60,1.69e-05,38.5,DBAASP3,E7EKD9,ODRB1,ODOHA
13090,DBASSP3_9042,sp|E7EKD9|ODRB1_ODOHA,100.0,17,0,0,1,17,46,62,3.82e-08,45.4,DBAASP3,E7EKD9,ODRB1,ODOHA
13095,DBASSP3_9043,sp|E7EKD9|ODRB1_ODOHA,100.0,18,0,0,1,18,45,62,1.4e-08,46.6,DBAASP3,E7EKD9,ODRB1,ODOHA
13100,DBASSP3_9044,sp|E7EKD9|ODRB1_ODOHA,100.0,16,0,0,1,16,46,61,2.09e-07,43.5,DBAASP3,E7EKD9,ODRB1,ODOHA
13105,DBASSP3_9046,sp|E7EKD9|ODRB1_ODOHA,100.0,16,0,0,1,16,46,61,1.09e-07,44.3,DBAASP3,E7EKD9,ODRB1,ODOHA
13110,DBASSP3_9047,sp|E7EKD9|ODRB1_ODOHA,100.0,16,0,0,1,16,46,61,2.2e-07,43.5,DBAASP3,E7EKD9,ODRB1,ODOHA
13115,DBASSP3_9058,sp|C5H0D4|E2ALA_AMOLO,73.1,26,7,0,2,27,51,76,2.19e-05,39.3,DBAASP3,C5H0D4,E2ALA,AMOLO
13122,DBASSP3_9125,sp|C0HLK8|PERI2_PERAM,100.0,15,0,0,1,15,1,15,3.4e-06,39.7,DBAASP3,C0HLK8,PERI2,PERAM
13123,DBASSP3_9130,sp|C0HLK9|PERI4_PERAM,100.0,13,0,0,1,13,1,13,0.000105,35.8,DBAASP3,C0HLK9,PERI4,PERAM
13124,DBASSP3_9180,sp|O93453|DRS3_AGADC,87.9,33,4,0,1,33,45,77,0.000506,36.2,DBAASP3,O93453,DRS3,AGADC
13125,DBASSP3_9209,sp|P83421|PSYC_OIKKI,91.1,45,4,0,4,48,1,45,1.56e-29,100.0,DBAASP3,P83421,PSYC,OIKKI
13129,DBASSP3_9210,sp|Q01783|DF230_PEA,75.0,44,11,0,2,45,29,72,3.4099999999999995e-23,85.1,DBAASP3,Q01783,DF230,PEA
13141,DBASSP3_9212,sp|P82659|DFSD2_HELAN,85.1,47,7,0,1,47,32,78,2.7300000000000003e-26,93.2,DBAASP3,P82659,DFSD2,HELAN
13166,DBASSP3_9213,sp|Q01783|DF230_PEA,66.7,45,14,1,2,46,29,72,2.23e-17,70.5,DBAASP3,Q01783,DF230,PEA
13191,DBASSP3_9214,sp|Q01783|DF230_PEA,72.7,44,12,0,2,45,29,72,9.78e-23,84.0,DBAASP3,Q01783,DF230,PEA
13203,DBASSP3_9215,sp|P81930|DEF2_PEA,93.3,15,1,0,1,15,33,47,1.92e-05,38.1,DBAASP3,P81930,DEF2,PEA
13206,DBASSP3_9216,sp|P82659|DFSD2_HELAN,93.8,16,1,0,1,16,63,78,9.39e-06,39.7,DBAASP3,P82659,DFSD2,HELAN
13210,DBASSP3_9344,sp|P17391|CAPSD_HBVB1,100.0,37,0,0,1,37,147,183,2.52e-06,43.9,DBAASP3,P17391,CAPSD,HBVB1
13235,DBASSP3_9355,sp|P17391|CAPSD_HBVB1,97.3,37,1,0,1,37,147,183,1.3e-05,42.0,DBAASP3,P17391,CAPSD,HBVB1
13260,DBASSP3_9356,sp|P17391|CAPSD_HBVB1,97.3,37,1,0,1,37,147,183,1.3e-05,42.0,DBAASP3,P17391,CAPSD,HBVB1
13285,DBASSP3_9357,sp|P29178|CAPSD_HBVG1,100.0,37,0,0,1,37,159,195,3.81e-07,46.2,DBAASP3,P29178,CAPSD,HBVG1
13310,DBASSP3_9358,sp|P17391|CAPSD_HBVB1,100.0,37,0,0,1,37,147,183,2.52e-06,43.9,DBAASP3,P17391,CAPSD,HBVB1
13335,DBASSP3_9359,sp|P17391|CAPSD_HBVB1,97.3,37,1,0,1,37,147,183,1.3e-05,42.0,DBAASP3,P17391,CAPSD,HBVB1
13360,DBASSP3_9360,sp|P29178|CAPSD_HBVG1,94.6,37,2,0,1,37,159,195,1e-05,42.4,DBAASP3,P29178,CAPSD,HBVG1
13385,DBASSP3_9361,sp|P17391|CAPSD_HBVB1,89.2,37,4,0,1,37,147,183,1.8e-05,41.6,DBAASP3,P17391,CAPSD,HBVB1
13410,DBASSP3_9362,sp|A0A193H395|CZS1_CRUCA,100.0,21,0,0,1,21,45,65,2.2e-07,43.9,DBAASP3,A0A193H395,CZS1,CRUCA
13413,DBASSP3_9363,sp|A0A193H362|CZS2_CRUCA,100.0,23,0,0,1,23,46,68,7.48e-09,47.8,DBAASP3,A0A193H362,CZS2,CRUCA
13417,DBASSP3_9364,sp|A0A193H2X2|CZS3_CRUCA,100.0,23,0,0,1,23,3,25,5.5e-10,49.7,DBAASP3,A0A193H2X2,CZS3,CRUCA
13425,DBASSP3_9365,sp|P86020|RN2RA_PELRI,88.2,17,2,0,1,17,1,17,1.49e-05,38.1,DBAASP3,P86020,RN2RA,PELRI
13426,DBASSP3_9366,sp|P86020|RN2RA_PELRI,82.4,17,3,0,1,17,1,17,0.000121,35.8,DBAASP3,P86020,RN2RA,PELRI
13427,DBASSP3_9367,sp|P86019|RAN2R_PELRI,88.2,17,2,0,1,17,1,17,8.56e-05,36.2,DBAASP3,P86019,RAN2R,PELRI
13428,DBASSP3_9405,sp|P85982|ALBO1_BOAAL,94.4,18,1,0,1,18,1,18,0.000256,35.0,DBAASP3,P85982,ALBO1,BOAAL
13429,DBASSP3_9406,sp|P85982|ALBO1_BOAAL,94.4,18,1,0,1,18,1,18,0.000256,35.0,DBAASP3,P85982,ALBO1,BOAAL
13430,DBASSP3_9407,sp|P85982|ALBO1_BOAAL,94.4,18,1,0,2,19,1,18,6.63e-05,36.6,DBAASP3,P85982,ALBO1,BOAAL
13431,DBASSP3_9466,sp|F7UI85|PLS2_PHYSA,100.0,19,0,0,1,19,47,65,2.11e-06,41.2,DBAASP3,F7UI85,PLS2,PHYSA
13439,DBASSP3_9467,sp|F7UI86|PLS3_PHYSA,100.0,19,0,0,1,19,47,65,6.95e-05,37.4,DBAASP3,F7UI86,PLS3,PHYSA
13441,DBASSP3_9468,sp|F7UI87|PLS4_PHYSA,100.0,19,0,0,1,19,47,65,2.44e-05,38.5,DBAASP3,F7UI87,PLS4,PHYSA
13447,DBASSP3_9469,sp|D4YWD0|TPD_PELSA,100.0,17,0,0,1,17,35,51,0.000138,36.2,DBAASP3,D4YWD0,TPD,PELSA
13448,DBASSP3_9483,sp|C0HKN6|MAGR1_XENRU,100.0,23,0,0,1,23,1,23,1.85e-10,50.8,DBAASP3,C0HKN6,MAGR1,XENRU
13457,DBASSP3_9541,sp|C0HLD8|PLS31_PHYTB,100.0,19,0,0,1,19,1,19,1.15e-05,38.5,DBAASP3,C0HLD8,PLS31,PHYTB
13460,DBASSP3_9544,sp|C0HLD5|PLS11_PHYTB,94.7,19,1,0,1,19,1,19,9.38e-05,36.2,DBAASP3,C0HLD5,PLS11,PHYTB
13463,DBASSP3_9545,sp|C0HLD8|PLS31_PHYTB,94.7,19,1,0,1,19,1,19,1.63e-05,38.1,DBAASP3,C0HLD8,PLS31,PHYTB
13466,DBASSP3_9546,sp|C0HLD5|PLS11_PHYTB,89.5,19,2,0,1,19,1,19,0.000268,35.0,DBAASP3,C0HLD5,PLS11,PHYTB
13468,DBASSP3_9592,sp|C5J897|NDB3S_OPICY,78.9,19,4,0,2,20,26,44,8.25e-05,37.7,DBAASP3,C5J897,NDB3S,OPICY
13469,DBASSP3_9594,sp|C5J897|NDB3S_OPICY,77.8,18,4,0,2,19,26,43,0.000729,35.0,DBAASP3,C5J897,NDB3S,OPICY
13470,DBASSP3_9595,sp|P83314|NDB2S_OPICA,85.7,42,6,0,2,43,3,44,5.14e-20,76.3,DBAASP3,P83314,NDB2S,OPICA
13478,DBASSP3_9596,sp|Q9ZUL7|DEF01_ARATH,100.0,47,0,0,1,47,31,77,6.24e-34,112.0,DBAASP3,Q9ZUL7,DEF01,ARATH
13503,DBASSP3_9597,sp|F6KSI8|PANSN_PANAR,100.0,39,0,0,1,39,27,65,4e-26,92.0,DBAASP3,F6KSI8,PANSN,PANAR
13504,DBASSP3_9673,sp|Q64HC7|ARMAD_ARMVU,100.0,16,0,0,1,16,20,35,0.000518,37.0,DBAASP3,Q64HC7,ARMAD,ARMVU
13505,DBASSP3_9674,sp|Q64HC7|ARMAD_ARMVU,100.0,16,0,0,1,16,20,35,0.000518,37.0,DBAASP3,Q64HC7,ARMAD,ARMVU
13506,DBASSP3_9723,sp|Q9M4E3|HINA_HORVU,100.0,13,0,0,1,13,63,75,0.000321,36.6,DBAASP3,Q9M4E3,HINA,HORVU
13507,DBASSP3_9724,sp|Q9FSI9|HINB1_HORVU,100.0,12,0,0,1,12,63,74,0.000579,35.8,DBAASP3,Q9FSI9,HINB1,HORVU
13508,DBASSP3_9756,sp|P80096|HCYC_PANIN,72.1,43,12,0,1,43,588,630,2.57e-15,70.1,DBAASP3,P80096,HCYC,PANIN
13515,DBASSP3_9758,sp|P83914|DLP_SCHMA,100.0,27,0,0,1,27,1,27,1.96e-11,53.5,DBAASP3,P83914,DLP,SCHMA
13521,DBASSP3_9760,sp|Q86QI5|DEF1_DERVA,100.0,38,0,0,1,38,37,74,1.6500000000000002e-26,93.2,DBAASP3,Q86QI5,DEF1,DERVA
13546,DBASSP3_9779,sp|P56686|DEF4_ANDAU,72.2,36,10,0,2,37,2,37,1.17e-16,67.4,DBAASP3,P56686,DEF4,ANDAU
13559,DBASSP3_9780,sp|B2D2C0|DEFI_ORNCO,84.2,38,6,0,1,38,7,44,2.11e-22,82.0,DBAASP3,B2D2C0,DEFI,ORNCO
13584,DBASSP3_9796,sp|C0HJX7|DEFI_CALVI,59.6,47,11,1,2,48,2,40,1.85e-14,62.4,DBAASP3,C0HJX7,DEFI,CALVI
13609,DBASSP3_9797,sp|P80033|DEFA_ZOPAT,66.0,47,12,1,1,47,1,43,1.68e-15,65.1,DBAASP3,P80033,DEFA,ZOPAT
13634,DBASSP3_9798,sp|P84938|PLS5_PITAZ,100.0,19,0,0,1,19,1,19,4.19e-08,44.7,DBAASP3,P84938,PLS5,PITAZ
13644,DBASSP3_9799,sp|P84938|PLS5_PITAZ,94.7,19,1,0,1,19,1,19,4.88e-07,42.0,DBAASP3,P84938,PLS5,PITAZ
13648,DBASSP3_9864,sp|C0HJF8|LNGP_ACULO,100.0,18,0,0,1,18,1,18,1.63e-07,43.1,DBAASP3,C0HJF8,LNGP,ACULO
13649,DBASSP3_9865,sp|P0CI91|NDBW1_LYCMC,72.0,25,7,0,2,26,25,49,1.11e-05,40.0,DBAASP3,P0CI91,NDBW1,LYCMC
13653,DBASSP3_9866,sp|C5J897|NDB3S_OPICY,100.0,27,0,0,1,27,25,51,5.03e-12,56.2,DBAASP3,C5J897,NDB3S,OPICY
13654,DBASSP3_9867,sp|C0HL59|NDB4A_ISOMC,100.0,17,0,0,1,17,1,17,0.000121,35.8,DBAASP3,C0HL59,NDB4A,ISOMC
13655,DBASSP3_9868,sp|S6D3A7|NDB4N_TITSE,100.0,17,0,0,1,17,23,39,2.54e-05,38.5,DBAASP3,S6D3A7,NDB4N,TITSE
13658,DBASSP3_9869,sp|S6D3A7|NDB4N_TITSE,94.1,17,1,0,1,17,23,39,0.000205,36.2,DBAASP3,S6D3A7,NDB4N,TITSE
13661,DBASSP3_9871,sp|P34034|LCCA_LEUGE,100.0,18,0,0,1,18,42,59,1.81e-06,41.2,DBAASP3,P34034,LCCA,LEUGE
13664,DBASSP3_9872,sp|P34034|LCCA_LEUGE,94.4,18,1,0,1,18,42,59,1.48e-05,38.9,DBAASP3,P34034,LCCA,LEUGE
13667,DBASSP3_9873,sp|P34034|LCCA_LEUGE,83.3,18,3,0,1,18,42,59,0.000975,34.3,DBAASP3,P34034,LCCA,LEUGE
13669,DBASSP3_9949,sp|H7C8I3|LARIA_RHOJO,100.0,18,0,0,1,18,27,44,1.61e-07,43.5,DBAASP3,H7C8I3,LARIA,RHOJO
13670,DBASSP3_9950,sp|H7C8I3|LARIA_RHOJO,90.0,20,2,0,1,20,27,46,2.52e-07,43.1,DBAASP3,H7C8I3,LARIA,RHOJO
13671,DBASSP3_9951,sp|C5J886|NDB4S_OPICY,100.0,18,0,0,2,19,19,36,7.23e-05,37.4,DBAASP3,C5J886,NDB4S,OPICY
13673,DBASSP3_9957,sp|L0GCV8|NDB4G_UROYA,88.2,17,2,0,1,17,24,40,5.72e-05,37.7,DBAASP3,L0GCV8,NDB4G,UROYA
13675,DBASSP3_10011,sp|C0HKF2|OCE2_LEPLB,100.0,23,0,0,1,23,1,23,2.16e-09,48.1,DBAASP3,C0HKF2,OCE2,LEPLB
13685,DBASSP3_10071,sp|P04551|CDK1_SCHPO,79.2,48,10,0,1,48,1,48,9.82e-20,81.6,DBAASP3,P04551,CDK1,SCHPO
13710,DBASSP3_10072,sp|Q9M531|H2A_EUPES,90.5,21,2,0,1,21,25,45,6.88e-05,38.9,DBAASP3,Q9M531,H2A,EUPES
13735,DBASSP3_10205,sp|P80400|GGN6_GLARU,91.7,24,2,0,1,24,1,24,9.28e-09,46.6,DBAASP3,P80400,GGN6,GLARU
13760,DBASSP3_10206,sp|P40841|BR2EE_PELLE,69.0,29,9,0,1,29,1,29,6.86e-06,39.7,DBAASP3,P40841,BR2EE,PELLE
13773,DBASSP3_10212,sp|Q2UXW0|BR1P_PELFU,79.2,24,5,0,1,24,48,71,1.05e-06,42.4,DBAASP3,Q2UXW0,BR1P,PELFU
13786,DBASSP3_10213,sp|Q2WCN8|PELO1_PELFU,86.7,30,4,0,1,30,44,73,2.42e-12,57.0,DBAASP3,Q2WCN8,PELO1,PELFU
13811,DBASSP3_10214,sp|P83719|RACYT_RANTE,78.9,19,4,0,1,19,44,62,2.89e-06,40.8,DBAASP3,P83719,RACYT,RANTE
13816,DBASSP3_10215,sp|E1B231|P2CG1_AMOCU,75.9,29,7,0,1,29,42,70,3.06e-10,51.6,DBAASP3,E1B231,P2CG1,AMOCU
13821,DBASSP3_10217,sp|E7EKJ5|TP1_SYLSP,78.9,19,4,0,1,19,47,65,1.68e-05,38.9,DBAASP3,E7EKJ5,TP1,SYLSP
13823,DBASSP3_10222,sp|E7EKH5|B2S21_SYLSP,83.9,31,5,0,3,33,45,75,1.68e-11,55.1,DBAASP3,E7EKH5,B2S21,SYLSP
13840,DBASSP3_10232,sp|P0DUJ5|MORO_PTEVL,50.0,46,21,2,1,46,23,66,2.07e-05,40.0,DBAASP3,P0DUJ5,MORO,PTEVL
13843,DBASSP3_10234,sp|Q90VW7|PLE3_PSEAM,44.7,38,19,1,3,40,25,60,2.11e-05,40.0,DBAASP3,Q90VW7,PLE3,PSEAM
13844,DBASSP3_10235,sp|P83546|CHY2_PAGMA,66.7,21,7,0,2,22,2,22,0.000957,33.9,DBAASP3,P83546,CHY2,PAGMA
13845,DBASSP3_10258,sp|C5H0C7|AMO1_AMOLO,100.0,18,0,0,1,18,45,62,2.14e-05,38.5,DBAASP3,C5H0C7,AMO1,AMOLO
13847,DBASSP3_10259,sp|C5H0C8|AMO2_AMOLO,100.0,18,0,0,1,18,45,62,2.14e-05,38.5,DBAASP3,C5H0C8,AMO2,AMOLO
13849,DBASSP3_10344,sp|O61281|CECA2_DROYA,84.6,39,1,1,1,34,17,55,3.35e-13,58.9,DBAASP3,O61281,CECA2,DROYA
13874,DBASSP3_10349,sp|C0HKQ5|XAC1_XYLAI,100.0,17,0,0,1,17,1,17,8.56e-05,36.2,DBAASP3,C0HKQ5,XAC1,XYLAI
13875,DBASSP3_10350,sp|C0HKQ6|XAC2_XYLAI,100.0,17,0,0,1,17,1,17,0.000172,35.4,DBAASP3,C0HKQ6,XAC2,XYLAI
13876,DBASSP3_10357,sp|A8DY01|PLEA1_NIDPL,68.0,25,8,0,2,26,45,69,3.16e-06,41.2,DBAASP3,A8DY01,PLEA1,NIDPL
13880,DBASSP3_10358,sp|P84189|NDBH1_TITSE,76.0,25,6,0,1,25,1,25,1.63e-07,43.5,DBAASP3,P84189,NDBH1,TITSE
13882,DBASSP3_10405,sp|P49913|CAMP_HUMAN,100.0,18,0,0,1,18,148,165,0.000468,36.6,DBAASP3,P49913,CAMP,HUMAN
13884,DBASSP3_10436,sp|A0A219CM62|BMN7O_BOMOR,100.0,27,0,0,1,27,44,70,1.62e-09,51.2,DBAASP3,A0A219CM62,BMN7O,BOMOR
13909,DBASSP3_10485,sp|P83545|CHY1_PAGMA,96.0,25,1,0,1,25,1,25,2.49e-11,53.1,DBAASP3,P83545,CHY1,PAGMA
13911,DBASSP3_10486,sp|P83545|CHY1_PAGMA,96.0,25,1,0,1,25,1,25,3.54e-11,52.8,DBAASP3,P83545,CHY1,PAGMA
13913,DBASSP3_10487,sp|P83545|CHY1_PAGMA,96.0,25,1,0,1,25,1,25,3.54e-11,52.8,DBAASP3,P83545,CHY1,PAGMA
13915,DBASSP3_10488,sp|P83545|CHY1_PAGMA,92.0,25,2,0,1,25,1,25,4.14e-10,50.1,DBAASP3,P83545,CHY1,PAGMA
13917,DBASSP3_10521,sp|P08985|H2AV_DROME,100.0,38,0,0,1,38,1,38,1.53e-17,72.4,DBAASP3,P08985,H2AV,DROME
13942,DBASSP3_10522,sp|P08991|H2AV_STRPU,100.0,27,0,0,1,27,9,35,1.55e-10,53.5,DBAASP3,P08991,H2AV,STRPU
13967,DBASSP3_10523,sp|P08991|H2AV_STRPU,100.0,19,0,0,1,19,17,35,2.21e-06,42.4,DBAASP3,P08991,H2AV,STRPU
13992,DBASSP3_10528,sp|P58435|CYO3_VIOOD,100.0,30,0,0,1,30,1,30,3.11e-18,70.9,DBAASP3,P58435,CYO3,VIOOD
14017,DBASSP3_10529,sp|P85182|CYO19_VIOOD,100.0,31,0,0,1,31,1,31,4e-19,73.2,DBAASP3,P85182,CYO19,VIOOD
14042,DBASSP3_10530,sp|P86845|CYCE_CLITE,100.0,31,0,0,1,31,1,31,4e-19,73.2,DBAASP3,P86845,CYCE,CLITE
14067,DBASSP3_10531,sp|P86847|CYCG_CLITE,100.0,30,0,0,1,30,1,30,1.54e-18,71.6,DBAASP3,P86847,CYCG,CLITE
14092,DBASSP3_10532,sp|P0C589|TRIC_VIOAR,100.0,33,0,0,1,33,73,105,1.19e-20,81.6,DBAASP3,P0C589,TRIC,VIOAR
14117,DBASSP3_10533,sp|P85131|KAB13_OLDAF,100.0,30,0,0,1,30,1,30,5.550000000000001e-21,77.8,DBAASP3,P85131,KAB13,OLDAF
14142,DBASSP3_10534,sp|P58457|KAB7_OLDAF,96.6,29,1,0,1,29,76,104,3.26e-16,67.8,DBAASP3,P58457,KAB7,OLDAF
14167,DBASSP3_10535,sp|P82408|ITR1_MOMCO,100.0,30,0,0,1,30,5,34,2.37e-19,73.9,DBAASP3,P82408,ITR1,MOMCO
14192,DBASSP3_10536,sp|P82409|ITR2_MOMCO,100.0,30,0,0,1,30,5,34,3.36e-19,73.6,DBAASP3,P82409,ITR2,MOMCO
14217,DBASSP3_10585,sp|C0HL47|B1ITA_RANIT,100.0,20,0,0,1,20,1,20,5.12e-07,42.0,DBAASP3,C0HL47,B1ITA,RANIT
14219,DBASSP3_10587,sp|P35835|SUBN_BACNA,100.0,45,0,0,1,45,327,371,5.1899999999999996e-24,94.0,DBAASP3,P35835,SUBN,BACNA
14244,DBASSP3_10589,sp|P80711|CLAVB_STYCL,95.7,23,1,0,6,28,1,23,3.32e-10,50.4,DBAASP3,P80711,CLAVB,STYCL
14249,DBASSP3_10601,sp|P82358|GOME_ACAGO,100.0,17,0,0,2,18,25,41,7.26e-07,42.7,DBAASP3,P82358,GOME,ACAGO
14250,DBASSP3_10606,sp|P82358|GOME_ACAGO,93.8,16,1,0,2,17,25,40,4.67e-05,38.1,DBAASP3,P82358,GOME,ACAGO
14251,DBASSP3_10607,sp|P82358|GOME_ACAGO,88.9,18,2,0,1,18,24,41,2.06e-06,41.6,DBAASP3,P82358,GOME,ACAGO
14252,DBASSP3_10610,sp|P82358|GOME_ACAGO,100.0,16,0,0,2,17,25,40,3.22e-06,41.2,DBAASP3,P82358,GOME,ACAGO
14253,DBASSP3_10611,sp|P82358|GOME_ACAGO,83.3,18,3,0,1,18,24,41,1.65e-05,39.3,DBAASP3,P82358,GOME,ACAGO
14254,DBASSP3_10636,sp|P49931|PMP36_PIG,100.0,21,0,0,1,21,134,154,0.000145,38.1,DBAASP3,P49931,PMP36,PIG
14255,DBASSP3_10640,sp|P49931|PMP36_PIG,100.0,36,0,0,1,36,131,166,8.6e-18,73.6,DBAASP3,P49931,PMP36,PIG
14256,DBASSP3_10671,sp|A9XFZ7|DEF_COPTR,95.3,43,2,0,1,43,38,80,5.499999999999999e-23,84.7,DBAASP3,A9XFZ7,DEF,COPTR
14280,DBASSP3_10672,sp|A9XFZ7|DEF_COPTR,95.3,43,2,0,1,43,38,80,7.81e-23,84.3,DBAASP3,A9XFZ7,DEF,COPTR
14303,DBASSP3_10673,sp|A9XFZ7|DEF_COPTR,95.3,43,2,0,1,43,38,80,1.11e-22,84.0,DBAASP3,A9XFZ7,DEF,COPTR
14324,DBASSP3_10684,sp|P20346|DF322_SOLTU,80.9,47,9,0,1,47,28,74,4.08e-25,90.1,DBAASP3,P20346,DF322,SOLTU
14349,DBASSP3_10685,sp|Q8GTM0|DEF_NICAL,91.5,47,4,0,1,47,26,72,6.06e-28,98.2,DBAASP3,Q8GTM0,DEF,NICAL
14374,DBASSP3_10686,sp|Q8GTM0|DEF_NICAL,91.5,47,4,0,1,47,26,72,4.46e-30,103.0,DBAASP3,Q8GTM0,DEF,NICAL
14399,DBASSP3_10687,sp|Q8GTM0|DEF_NICAL,93.6,47,3,0,1,47,26,72,7.73e-31,105.0,DBAASP3,Q8GTM0,DEF,NICAL
14424,DBASSP3_10688,sp|Q8GTM0|DEF_NICAL,93.6,47,3,0,1,47,26,72,1.28e-29,102.0,DBAASP3,Q8GTM0,DEF,NICAL
14449,DBASSP3_10689,sp|Q8GTM0|DEF_NICAL,91.5,47,4,0,1,47,26,72,1.28e-29,102.0,DBAASP3,Q8GTM0,DEF,NICAL
14474,DBASSP3_10690,sp|Q8GTM0|DEF_NICAL,95.7,47,2,0,1,47,26,72,9.41e-32,107.0,DBAASP3,Q8GTM0,DEF,NICAL
14499,DBASSP3_10719,sp|P56686|DEF4_ANDAU,75.7,37,9,0,1,37,1,37,4.58e-16,65.9,DBAASP3,P56686,DEF4,ANDAU
14517,DBASSP3_10720,sp|Q86QI5|DEF1_DERVA,97.2,36,1,0,1,36,37,72,8.43e-24,86.3,DBAASP3,Q86QI5,DEF1,DERVA
14542,DBASSP3_10833,sp|C0HLD7|PLS21_PHYTB,94.7,19,1,0,1,19,1,19,0.000133,35.8,DBAASP3,C0HLD7,PLS21,PHYTB
14544,DBASSP3_10834,sp|C0HLD8|PLS31_PHYTB,94.7,19,1,0,1,19,1,19,1.15e-05,38.5,DBAASP3,C0HLD8,PLS31,PHYTB
14550,DBASSP3_10835,sp|C0HLD5|PLS11_PHYTB,84.2,19,3,0,1,19,1,19,0.000766,33.9,DBAASP3,C0HLD5,PLS11,PHYTB
14554,DBASSP3_10836,sp|A0A219CMY0|BMNL5_BOMOR,100.0,25,0,0,1,25,44,68,7.04e-09,49.3,DBAASP3,A0A219CMY0,BMNL5,BOMOR
14573,DBASSP3_10849,sp|A0A2U8JCR5|DRSPH_PITHY,100.0,23,0,0,1,23,45,67,1.8e-09,49.3,DBAASP3,A0A2U8JCR5,DRSPH,PITHY
14576,DBASSP3_10851,sp|P84939|PLS6_PITAZ,94.7,19,1,0,1,19,1,19,0.000766,33.9,DBAASP3,P84939,PLS6,PITAZ
14577,DBASSP3_10858,sp|Q8WTQ1|D104A_HUMAN,87.5,40,3,2,1,39,23,61,7.8e-16,66.2,DBAASP3,Q8WTQ1,D104A,HUMAN
14582,DBASSP3_10859,sp|Q8WTQ1|D104A_HUMAN,92.5,40,1,2,1,39,23,61,6.96e-19,73.9,DBAASP3,Q8WTQ1,D104A,HUMAN
14587,DBASSP3_10860,sp|Q8WTQ1|D104A_HUMAN,95.0,40,0,2,1,39,23,61,2.08e-20,77.8,DBAASP3,Q8WTQ1,D104A,HUMAN
14592,DBASSP3_10919,sp|P80282|DRS1_PHYBI,100.0,31,0,0,1,31,45,75,4.26e-14,61.6,DBAASP3,P80282,DRS1,PHYBI
14602,DBASSP3_11021,sp|P82268|BR2TA_RANTE,100.0,33,0,0,1,33,42,74,1.08e-16,68.2,DBAASP3,P82268,BR2TA,RANTE
14627,DBASSP3_11043,sp|P60305|3SA8_NAJKA,95.0,20,1,0,1,20,5,24,2.06e-08,46.2,DBAASP3,P60305,3SA8,NAJKA
14652,DBASSP3_11075,sp|P0C5W8|B1DYC_RANDY,85.0,20,3,0,1,20,1,20,6.93e-05,36.6,DBAASP3,P0C5W8,B1DYC,RANDY
14654,DBASSP3_11076,sp|P0C5W8|B1DYC_RANDY,80.0,20,4,0,1,20,1,20,0.00014,35.8,DBAASP3,P0C5W8,B1DYC,RANDY
14656,DBASSP3_11077,sp|P0C5W8|B1DYC_RANDY,90.0,20,2,0,1,20,1,20,5.96e-06,39.3,DBAASP3,P0C5W8,B1DYC,RANDY
